,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,ZIP_CODE
261814,111912804,05/26/2011 12:00:00 AM,05/25/2011 12:00:00 AM,2330,19,Mission,1916,1,110,CRIMINAL HOMICIDE,0430 0906 1402,39,M,W,501.0,SINGLE FAMILY DWELLING,104.0,SHOTGUN,AA,Adult Arrest,110.0,998.0,,,13900    AZTEC                        ST,,34.3039,-118.4358,91340
261824,111612453,06/26/2011 12:00:00 AM,06/26/2011 12:00:00 AM,1926,16,Foothill,1663,1,110,CRIMINAL HOMICIDE,0411 0913 1401 1409 1414 1402,48,M,H,701.0,HOSPITAL,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,AA,Adult Arrest,110.0,998.0,,,9400    SAN FERNANDO                 RD,,34.2401,-118.3946,91331
264668,111318350,08/06/2011 12:00:00 AM,08/06/2011 12:00:00 AM,330,13,Newton,1354,1,110,CRIMINAL HOMICIDE,0406 0416 0913 1240 1309 1402 1409,31,F,H,101.0,STREET,302.0,BLUNT INSTRUMENT,AA,Adult Arrest,110.0,998.0,,,4000 S  MAIN                         ST,,34.0111,-118.274,90011
266859,110312826,05/20/2011 12:00:00 AM,05/19/2011 12:00:00 AM,2000,3,Southwest,313,1,110,CRIMINAL HOMICIDE,0302 0430 0906 1100 1300 1313 1414 1402 1407,46,M,B,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,4000    MONTCLAIR                    ST,,34.0303,-118.3299,90018
267295,111221190,08/28/2011 12:00:00 AM,08/28/2011 12:00:00 AM,15,12,77th Street,1269,1,110,CRIMINAL HOMICIDE,0342 0430 0906 0913 1100 1402 1409,61,M,B,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,8200    MCKINLEY                     AV,,33.9647,-118.2608,90003
267579,110520896,12/01/2011 12:00:00 AM,12/01/2011 12:00:00 AM,2125,5,Harbor,529,1,110,CRIMINAL HOMICIDE,1100 0430 0906,20,M,H,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,ANAHEIM                      ST,BANNING                      BL,33.7803,-118.2559,90744
268015,110106713,02/23/2011 12:00:00 AM,02/23/2011 12:00:00 AM,1559,1,Central,195,1,110,CRIMINAL HOMICIDE,0416 0913 1100 1815,44,M,H,724.0,TRADE SCHOOL (MEDICAL-TECHNICAL-BUSINESS)*,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,1300 S  HILL                         ST,,34.0377,-118.2621,90015
268236,111322144,10/03/2011 12:00:00 AM,10/03/2011 12:00:00 AM,140,13,Newton,1362,1,110,CRIMINAL HOMICIDE,1240 0430 1310 1409 1410 0302 0334 1100 1309 1402,33,M,H,108.0,PARKING LOT,101.0,REVOLVER,AA,Adult Arrest,110.0,998.0,,,200 E  50TH                         ST,,33.9975,-118.2718,90037
268261,110101247,10/24/2011 12:00:00 AM,10/18/2011 12:00:00 AM,1500,1,Central,132,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1251 1270 1816,16,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,3RD                          ST,HILL                         ST,34.0518,-118.2493,90079
269444,110109249,04/15/2011 12:00:00 AM,04/12/2011 12:00:00 AM,1200,1,Central,166,1,110,CRIMINAL HOMICIDE,0416 1238,47,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110.0,,,,600    WALL                         ST,,34.0435,-118.2471,90014
269543,111817423,08/28/2011 12:00:00 AM,08/28/2011 12:00:00 AM,7,18,Southeast,1838,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1310 1822,28,M,B,101.0,STREET,103.0,RIFLE,IC,Invest Cont,110.0,,,,10600    GRAPE                        ST,,33.9397,-118.2369,90002
270424,111418602,06/22/2011 12:00:00 AM,06/22/2011 12:00:00 AM,1605,14,Pacific,1416,1,110,CRIMINAL HOMICIDE,0371 0906 1100 1501,19,M,H,117.0,BEACH,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,LAKE                         ST,PENMAR                       ST,34.0047,-118.4587,90405
271462,110409864,05/23/2011 12:00:00 AM,05/23/2011 12:00:00 AM,919,4,Hollenbeck,417,1,110,CRIMINAL HOMICIDE,0302 0326 0342 0371 0906 1100 1309 1816,32,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,4100 N  MISSION                      RD,,34.0766,-118.1947,90032
271616,111112812,06/12/2011 12:00:00 AM,06/12/2011 12:00:00 AM,1945,11,Northeast,1127,1,110,CRIMINAL HOMICIDE,0400 0416 1100 1402,27,M,H,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,300    NEWLAND                      ST,,34.1186,-118.1848,90042
272202,111101020,10/29/2011 12:00:00 AM,10/29/2011 12:00:00 AM,1030,11,Northeast,1176,1,110,CRIMINAL HOMICIDE,1257 1501,0,F,H,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110.0,,,,2400    MEADOWVALE                   AV,,34.0912,-118.2333,90031
272297,110511308,05/24/2011 12:00:00 AM,05/24/2011 12:00:00 AM,1500,5,Harbor,541,1,110,CRIMINAL HOMICIDE,0432 0430 1100 0913 1251 1259 1407 1402,16,M,H,501.0,SINGLE FAMILY DWELLING,104.0,SHOTGUN,AA,Adult Arrest,110.0,998.0,,,900 W  BASIN                        ST,,33.7555,-118.2967,90732
272498,111514270,07/15/2011 12:00:00 AM,07/15/2011 12:00:00 AM,1000,15,N Hollywood,1524,1,110,CRIMINAL HOMICIDE,0430 0913 1100 1401 1402 1420 1419,30,M,H,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,998.0,,,12100    VICTORY                      BL,,34.1867,-118.3965,91606
273044,111805888,02/03/2011 12:00:00 AM,02/02/2011 12:00:00 AM,2359,18,Southeast,1844,1,110,CRIMINAL HOMICIDE,0430 0906 1100,18,F,H,103.0,ALLEY,102.0,HAND GUN,IC,Invest Cont,110.0,,,,600 E  111TH                        ST,,33.9348,-118.2652,90061
273258,110218627,10/13/2011 12:00:00 AM,10/13/2011 12:00:00 AM,1300,2,Rampart,285,1,110,CRIMINAL HOMICIDE,0302 0342 0430 0906 1100 1309 1816,19,M,H,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,110.0,,,,1800 W  PICO                         BL,,34.0456,-118.2789,90015
273291,111811655,05/14/2011 12:00:00 AM,05/13/2011 12:00:00 AM,2205,18,Southeast,1861,1,110,CRIMINAL HOMICIDE,0430 0906 0913 1100 1300,34,M,B,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,11900 S  VERMONT                      AV,,33.9251,-118.2915,90061
273731,110520734,11/27/2011 12:00:00 AM,11/27/2011 12:00:00 AM,1730,5,Harbor,511,1,110,CRIMINAL HOMICIDE,0309 1309 0906 0430 1100,16,M,H,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,110.0,,,,SENATOR                      AV,245TH                        ST,33.8025,-118.3018,90710
273914,110518286,10/08/2011 12:00:00 AM,10/08/2011 12:00:00 AM,1645,5,Harbor,504,1,110,CRIMINAL HOMICIDE,0411 0906 1402,35,M,H,102.0,SIDEWALK,207.0,OTHER KNIFE,AA,Adult Arrest,110.0,998.0,,,20300 S  HARVARD                      BL,,33.8468,-118.3066,90501
278301,110315642,07/01/2011 12:00:00 AM,07/01/2011 12:00:00 AM,1230,3,Southwest,317,1,110,CRIMINAL HOMICIDE,0430 0906 0907 1100 1402,44,M,B,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AO,Adult Other,110.0,998.0,,,1700 W  22ND                         ST,,34.0364,-118.2976,90006
278489,111817314,08/26/2011 12:00:00 AM,08/26/2011 12:00:00 AM,55,18,Southeast,1803,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1309,43,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,200 E  87TH                         PL,,33.9581,-118.2717,90003
278877,110611627,04/17/2011 12:00:00 AM,04/17/2011 12:00:00 AM,312,6,Hollywood,643,1,110,CRIMINAL HOMICIDE,0302 0371 0906 1100 1402,22,M,B,203.0,OTHER BUSINESS,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,998.0,,,1600 N  LA BREA                      AV,,34.0998,-118.3447,90028
279061,111216986,09/13/2011 12:00:00 AM,09/13/2011 12:00:00 AM,1700,12,77th Street,1204,1,110,CRIMINAL HOMICIDE,0342 0430 0906 1100 1309,28,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,1500 W  46TH                         ST,,34.0019,-118.3035,90062
279610,110502161,12/24/2011 12:00:00 AM,12/24/2011 12:00:00 AM,1915,5,Harbor,563,1,110,CRIMINAL HOMICIDE,1309 1202 0411 1261,60,F,W,102.0,SIDEWALK,207.0,OTHER KNIFE,IC,Invest Cont,110.0,,,,1100 S  PACIFIC                      AV,,33.7342,-118.2879,90731
280342,111504035,01/04/2011 12:00:00 AM,01/04/2011 12:00:00 AM,2343,15,N Hollywood,1523,1,110,CRIMINAL HOMICIDE,0209 0302 0371 0430 0906 1100 1313 1402 1414 1407,28,M,H,119.0,"PORCH, RESIDENTIAL",109.0,SEMI-AUTOMATIC PISTOL,AO,Adult Other,110.0,998.0,,,6200    BABCOCK                      AV,,34.1831,-118.4063,91606
280779,111819771,10/10/2011 12:00:00 AM,10/10/2011 12:00:00 AM,1630,18,Southeast,1801,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1402,15,M,H,109.0,PARK/PLAYGROUND,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,8800 S  HOOVER                       ST,,33.958,-118.2869,90044
281704,111924817,12/14/2011 12:00:00 AM,12/14/2011 12:00:00 AM,115,19,Mission,1924,1,110,CRIMINAL HOMICIDE,2002 1206 1822 1309,22,F,H,101.0,STREET,307.0,VEHICLE,IC,Invest Cont,110.0,,,,SAN FERNANDO,POLK,34.2992,-118.4592,91340
282057,112020397,10/24/2011 12:00:00 AM,10/24/2011 12:00:00 AM,100,20,Olympic,2036,1,110,CRIMINAL HOMICIDE,0430 0906 1402 1100 0216 0334 1816 1316 0302 1409,23,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,700 S  BERENDO                      ST,,34.0598,-118.2941,90010
283191,110322456,10/14/2011 12:00:00 AM,10/14/2011 12:00:00 AM,15,3,Southwest,362,1,110,CRIMINAL HOMICIDE,0302 0334 0430 0906 1100 1402 1407 1822,22,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,IC,Invest Cont,110.0,,,,4000    NICOLET                      AV,,34.0146,-118.3512,90008
284061,111616146,09/10/2011 12:00:00 AM,09/10/2011 12:00:00 AM,50,16,Foothill,1684,1,110,CRIMINAL HOMICIDE,0302 0430 1270 0389 0906 1100 1402 1407 1414 1816,43,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,7600    LAUREL CANYON                BL,,34.2085,-118.3965,91605
284864,111317257,07/22/2011 12:00:00 AM,07/22/2011 12:00:00 AM,1145,13,Newton,1362,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1240 1309 1310 1402 1407,46,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,50TH                         ST,MAIN                         ST,33.9975,-118.274,90037
285720,111219739,08/07/2011 12:00:00 AM,08/07/2011 12:00:00 AM,350,12,77th Street,1253,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1402 1407,34,M,B,104.0,DRIVEWAY,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,1800 W  78TH                         PL,,33.9682,-118.309,90047
286071,111516301,08/20/2011 12:00:00 AM,08/20/2011 12:00:00 AM,130,15,N Hollywood,1502,1,110,CRIMINAL HOMICIDE,0302 1807 1801 0334 0430 0906 1100 1270 1816 1414,22,M,B,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,8100    COLDWATER CANYON             AV,,34.2183,-118.4144,91605
288120,110501564,07/03/2011 12:00:00 AM,07/03/2011 12:00:00 AM,56,5,Harbor,566,1,110,CRIMINAL HOMICIDE,0430 0906 1100,23,M,H,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,1300 S  MESA                         ST,,33.7324,-118.2857,90731
288826,110501865,09/18/2011 12:00:00 AM,09/18/2011 12:00:00 AM,430,5,Harbor,522,1,110,CRIMINAL HOMICIDE,0411 0416 0906 1402,23,M,H,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110.0,998.0,,,800    WILMINGTON                   BL,,33.7794,-118.2742,90744
289518,111913834,06/12/2011 12:00:00 AM,06/12/2011 12:00:00 AM,15,19,Mission,1971,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1270,29,M,H,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,9000    ORION                        AV,,34.2338,-118.47200000000001,91343
289720,111009685,04/30/2011 12:00:00 AM,04/29/2011 12:00:00 AM,2250,10,West Valley,1029,1,110,CRIMINAL HOMICIDE,1100 1402 1407 0302 0344 0371 0400 1300 1309 0312,17,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,210.0,998.0,,HART                         ST,HASKELL                      AV,34.1976,-118.4749,91406
290110,111225774,11/01/2011 12:00:00 AM,11/01/2011 12:00:00 AM,540,12,77th Street,1263,1,110,CRIMINAL HOMICIDE,0342 0430 0906 1100,27,M,B,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,MANCHESTER                   BL,GRAMERCY                     PL,33.96,-118.3134,90047
291489,111715573,08/13/2011 12:00:00 AM,08/13/2011 12:00:00 AM,1,17,Devonshire,1762,1,110,CRIMINAL HOMICIDE,1501,0,F,B,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110.0,,,,20400    LASSEN                       ST,,34.25,-118.57700000000001,91324
292504,111311079,04/27/2011 12:00:00 AM,04/13/2011 12:00:00 AM,2045,13,Newton,1323,1,110,CRIMINAL HOMICIDE,0906,50,M,B,101.0,STREET,104.0,SHOTGUN,AA,Adult Arrest,110.0,230.0,,,900 E  24TH                         ST,,34.0224,-118.2583,90011
292597,110501856,09/17/2011 12:00:00 AM,09/17/2011 12:00:00 AM,1248,5,Harbor,517,1,110,CRIMINAL HOMICIDE,0342 0430 0906 1100 1402,20,M,H,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,700 E  L                            ST,,33.7872,-118.2548,90744
292702,111122193,12/12/2011 12:00:00 AM,12/11/2011 12:00:00 AM,2100,11,Northeast,1158,1,110,CRIMINAL HOMICIDE,0906 1100 0430,19,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,979.0,,,3800    GLENALBYN                    DR,,34.0939,-118.2154,90031
293201,111420327,07/08/2011 12:00:00 AM,07/06/2011 12:00:00 AM,1555,14,Pacific,1433,1,110,CRIMINAL HOMICIDE,0400 0416 1601,51,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,,,,LINCOLN                      BL,SUPERBA,33.9964,-118.4575,90291
294773,110606338,01/31/2011 12:00:00 AM,01/31/2011 12:00:00 AM,2030,6,Hollywood,679,1,110,CRIMINAL HOMICIDE,0302 0334 0430 0906 1100 1402,22,M,H,102.0,SIDEWALK,103.0,RIFLE,AA,Adult Arrest,110.0,998.0,,,SANTA MONICA                 BL,NORMANDIE                    AV,34.0908,-118.3005,90029
295153,110511697,06/01/2011 12:00:00 AM,05/31/2011 12:00:00 AM,1025,5,Harbor,585,1,110,CRIMINAL HOMICIDE,0112 0358 0363 0410 0430 0437 1813,28,M,H,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,2600 S  ALMA                         ST,,33.7207,-118.29899999999999,90732
297307,110219320,10/27/2011 12:00:00 AM,10/26/2011 12:00:00 AM,1900,2,Rampart,245,1,110,CRIMINAL HOMICIDE,0305 0342 0430 1100,28,M,H,109.0,PARK/PLAYGROUND,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,WILSHIRE,PARK VIEW,34.0597,-118.2795,90057
299543,110305002,01/16/2011 12:00:00 AM,01/16/2011 12:00:00 AM,1335,3,Southwest,397,1,110,CRIMINAL HOMICIDE,0913 1414,72,F,B,501.0,SINGLE FAMILY DWELLING,218.0,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,110.0,,,,4100 S  BUDLONG                      AV,,34.0091,-118.2959,90037
299571,110400672,03/06/2011 12:00:00 AM,03/06/2011 12:00:00 AM,5,4,Hollenbeck,456,1,110,CRIMINAL HOMICIDE,0334 0913,48,F,H,501.0,SINGLE FAMILY DWELLING,207.0,OTHER KNIFE,AA,Adult Arrest,110.0,,,,2800    FAIRMOUNT                    ST,,34.0497,-118.1985,90033
299835,110816004,09/30/2011 12:00:00 AM,09/25/2011 12:00:00 AM,2335,8,West LA,889,1,110,CRIMINAL HOMICIDE,0302 0334 0430 0906 1100 1402,34,M,H,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,8800 W  18TH                         ST,,34.0455,-118.3821,90035
301669,111227478,11/27/2011 12:00:00 AM,11/26/2011 12:00:00 AM,2119,12,77th Street,1232,1,110,CRIMINAL HOMICIDE,0302 0342 1100 1309 0906,16,M,H,121.0,YARD (RESIDENTIAL/BUSINESS),102.0,HAND GUN,IC,Invest Cont,110.0,,,,3400 W  59TH                         PL,,33.9863,-118.3308,90043
302017,111227537,11/28/2011 12:00:00 AM,11/27/2011 12:00:00 AM,2040,12,77th Street,1267,1,110,CRIMINAL HOMICIDE,0344 0302 0337 1100 1407,52,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,500 W  84TH                         ST,,33.9622,-118.2827,90003
304115,111223793,10/05/2011 12:00:00 AM,10/05/2011 12:00:00 AM,700,12,77th Street,1273,1,110,CRIMINAL HOMICIDE,0408 1822,43,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110.0,,,,8700    LA SALLE                     AV,,33.959,-118.3057,90047
304675,111312814,05/23/2011 12:00:00 AM,05/23/2011 12:00:00 AM,2120,13,Newton,1375,1,110,CRIMINAL HOMICIDE,0906 1100 1257 1402 1407,2,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,55TH                         ST,HOOPER                       AV,33.993,-118.2521,90011
304708,110212357,06/15/2011 12:00:00 AM,06/15/2011 12:00:00 AM,1511,2,Rampart,216,1,110,CRIMINAL HOMICIDE,0906 1100 1822,25,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,400 N  CORONADO                     ST,,34.0732,-118.2728,90026
305087,111815707,07/26/2011 12:00:00 AM,07/25/2011 12:00:00 AM,2350,18,Southeast,1803,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1402,20,M,B,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,110.0,,,,200 E  87TH                         PL,,33.9581,-118.2717,90003
305993,112022311,12/02/2011 12:00:00 AM,12/02/2011 12:00:00 AM,2045,20,Olympic,2055,1,110,CRIMINAL HOMICIDE,0430 1815 0915 1100 1419 1313 0342 0906 1816 1309,25,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,2700 W  11TH                         ST,,34.0509,-118.2963,90006
306531,110313893,06/06/2011 12:00:00 AM,06/06/2011 12:00:00 AM,1,3,Southwest,395,1,110,CRIMINAL HOMICIDE,0342 0430 0906 1100 1309 1822,44,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,4200 S  HARVARD                      BL,,34.0073,-118.3067,90062
306906,110210377,05/07/2011 12:00:00 AM,05/07/2011 12:00:00 AM,25,2,Rampart,218,1,110,CRIMINAL HOMICIDE,0302 0430 1100 1402,30,M,W,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,W  SUNSET,ECHO PARK,34.0768,-118.2573,90026
307284,110518764,10/17/2011 12:00:00 AM,10/17/2011 12:00:00 AM,2045,5,Harbor,529,1,110,CRIMINAL HOMICIDE,0216 0430 1100 1300 1309,42,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,900    LAKME                        AV,,33.7814,-118.2594,90744
307607,110220539,11/18/2011 12:00:00 AM,11/18/2011 12:00:00 AM,1957,2,Rampart,216,1,110,CRIMINAL HOMICIDE,0342 0411 0906 1822,22,M,H,102.0,SIDEWALK,207.0,OTHER KNIFE,IC,Invest Cont,110.0,,,,CORONADO                     TR,PARK VIEW                    ST,34.0736,-118.2713,90026
310746,110512587,06/18/2011 12:00:00 AM,06/18/2011 12:00:00 AM,152,5,Harbor,528,1,110,CRIMINAL HOMICIDE,0302 0334 0432 0430 1100,48,M,H,103.0,ALLEY,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,900 E  ROBIDOUX                     ST,,33.7883,-118.2515,90744
311992,111820790,10/29/2011 12:00:00 AM,10/28/2011 12:00:00 AM,2220,18,Southeast,1827,1,110,CRIMINAL HOMICIDE,0400 0411 0416 1402 1814,42,M,H,501.0,SINGLE FAMILY DWELLING,207.0,OTHER KNIFE,IC,Invest Cont,110.0,,,,9500    BEACH                        ST,,33.9506,-118.2419,90002
312120,111509623,04/21/2011 12:00:00 AM,03/30/2011 12:00:00 AM,1400,15,N Hollywood,1563,1,110,CRIMINAL HOMICIDE,1501,0,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110.0,,,,4500    SIMPSON                      AV,,34.1522,-118.3889,91607
312575,110308346,03/12/2011 12:00:00 AM,03/12/2011 12:00:00 AM,1010,3,Southwest,312,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1251 1300 1259 1310 1402 1407,18,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AO,Adult Other,110.0,,,,2900    ALSACE                       AV,,34.0281,-118.35700000000001,90016
313036,111229488,12/27/2011 12:00:00 AM,12/27/2011 12:00:00 AM,1420,12,77th Street,1215,1,110,CRIMINAL HOMICIDE,1822 1402 0906 1100,28,M,B,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,5500 S  NORMANDIE                    AV,,33.9923,-118.3002,90062
314741,111822189,11/28/2011 12:00:00 AM,11/28/2011 12:00:00 AM,1355,18,Southeast,1826,1,110,CRIMINAL HOMICIDE,1402 0430 1100,27,M,W,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,1400 E  92ND                         ST,,33.9533,-118.2437,90002
314820,110627314,11/17/2011 12:00:00 AM,11/17/2011 12:00:00 AM,2155,6,Hollywood,667,1,110,CRIMINAL HOMICIDE,0430 1100 1402,32,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,LEXINGTON,GOWER,34.0926,-118.3223,90038
317097,111813724,06/18/2011 12:00:00 AM,06/18/2011 12:00:00 AM,2145,18,Southeast,1838,1,110,CRIMINAL HOMICIDE,0302 0430 0906 1100 1251 1259 1309 1402 1407 0309,17,M,H,104.0,DRIVEWAY,103.0,RIFLE,IC,Invest Cont,110.0,,,,10600    GRAPE                        ST,,33.9397,-118.2369,90002
317510,110910198,04/24/2011 12:00:00 AM,04/24/2011 12:00:00 AM,2300,9,Van Nuys,923,1,110,CRIMINAL HOMICIDE,0430 0906 1100,29,M,B,503.0,HOTEL,101.0,REVOLVER,AA,Adult Arrest,110.0,,,,6500 N  SEPULVEDA                    BL,,34.1885,-118.4662,91411
318420,110325379,11/25/2011 12:00:00 AM,11/25/2011 12:00:00 AM,100,3,Southwest,363,1,110,CRIMINAL HOMICIDE,1402 0411 0400 0906,28,M,B,501.0,SINGLE FAMILY DWELLING,207.0,OTHER KNIFE,AA,Adult Arrest,110.0,998.0,,,4000    ABOURNE                      RD,,34.0125,-118.3435,90008
320111,110408836,04/27/2011 12:00:00 AM,04/24/2011 12:00:00 AM,1030,4,Hollenbeck,453,1,110,CRIMINAL HOMICIDE,1259 1414 1219 1411,17,F,H,110.0,FREEWAY,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110.0,998.0,,,CESAR E CHAVEZ,GOLDEN STATE                 FY,34.0496,-118.2141,90033
320635,110200724,12/17/2011 12:00:00 AM,12/17/2011 12:00:00 AM,18,2,Rampart,248,1,110,CRIMINAL HOMICIDE,1402 1300 0309 0430 1100,41,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,400    WITMER                       ST,,34.0576,-118.2644,90017
320675,111608710,04/11/2011 12:00:00 AM,04/09/2011 12:00:00 AM,1530,16,Foothill,1663,1,110,CRIMINAL HOMICIDE,0302 0430 0906 0942 1100 1259 1310 1407 1409 1816,17,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,12700    MUSCATINE                    ST,,34.2411,-118.4099,91331
320678,110913117,06/15/2011 12:00:00 AM,06/15/2011 12:00:00 AM,1145,9,Van Nuys,991,1,110,CRIMINAL HOMICIDE,0430 1241 1402,33,F,W,501.0,SINGLE FAMILY DWELLING,101.0,REVOLVER,AO,Adult Other,110.0,998.0,,,15000    SHERVIEW                     PL,,34.1383,-118.4616,91403
320769,110401083,07/16/2011 12:00:00 AM,07/16/2011 12:00:00 AM,2030,4,Hollenbeck,412,1,110,CRIMINAL HOMICIDE,0302 0342 1259 1402 0906 0430 1100 1223 1407 1251,17,M,H,101.0,STREET,102.0,HAND GUN,AO,Adult Other,110.0,998.0,,,W  AVENUE 30,HUMBOLDT                     ST,34.0813,-118.2165,90031
320776,111212398,04/29/2011 12:00:00 AM,04/29/2011 12:00:00 AM,15,12,77th Street,1213,1,110,CRIMINAL HOMICIDE,0302 0334 0430 0906 1100 1309 1310 1407 1822,32,F,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,57TH                         ST,WILTON,33.991,-118.3149,90062
321129,111822849,12/11/2011 12:00:00 AM,12/11/2011 12:00:00 AM,55,18,Southeast,1842,1,110,CRIMINAL HOMICIDE,0302 0906 0430 1100 1419 1407,23,F,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,11100 S  MAIN                         ST,,33.9348,-118.2739,90061
321921,110300939,04/10/2011 12:00:00 AM,04/10/2011 12:00:00 AM,10,3,Southwest,317,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1402,25,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,2400    RAYMOND                      AV,,34.0346,-118.2975,90007
